Year,Week,Home Team,Home Player,Home Player Points,Position,Away Player Points,Away Player,Away Team
2023,11,Zach,Tyler Higbee,2.7,TE,22.9,George Kittle,Tyler
2023,11,Zach,Brandon Aiyuk,26.6,FLEX,16.6,Courtland Sutton,Tyler
2023,11,Zach,49ers D/ST,11.0,D/ST,19.0,Giants D/ST,Tyler
2023,11,Zach,Riley Patterson,3.0,K,2.0,Nick Folk,Tyler
2023,12,Andrew,Josh Allen,39.66,QB,20.82,Patrick Mahomes,Michael
2023,12,Andrew,D'Andre Swift,9.4,RB1,12.6,Travis Etienne Jr.,Michael
2023,12,Andrew,James Conner,7.2,RB2,10.1,Javonte Williams,Michael
2023,12,Andrew,Ja'Marr Chase,12.1,WR1,3.6,Amari Cooper,Michael
2023,12,Andrew,DK Metcalf,6.2,WR2,2.9,Rashid Shaheed,Michael
2023,12,Andrew,T.J. Hockenson,16.0,TE,9.9,Evan Engram,Michael
2023,12,Andrew,DeAndre Hopkins,7.9,FLEX,19.0,Curtis Samuel,Michael
2023,12,Andrew,Dolphins D/ST,23.0,D/ST,2.0,Bills D/ST,Michael
2023,12,Andrew,Harrison Butker,7.0,K,1.0,Greg Zuerlein,Michael
2023,12,Carter,C.J. Stroud,30.86,QB,32.24,Dak Prescott,Kevin
2023,12,Carter,Derrick Henry,20.6,RB1,13.0,Rachaad White,Kevin
2023,12,Carter,Saquon Barkley,6.2,RB2,8.0,Joe Mixon,Kevin
2023,12,Carter,Mike Evans,25.0,WR1,22.4,DJ Moore,Kevin
2023,12,Carter,Keenan Allen,22.6,WR2,9.0,Terry McLaurin,Kevin
2023,12,Carter,Sam LaPorta,17.7,TE,1.2,Dalton Schultz,Kevin
2023,12,Carter,Puka Nacua,6.7,FLEX,18.4,Chris Olave,Kevin
2023,12,Carter,Steelers D/ST,11.0,D/ST,19.0,Broncos D/ST,Kevin
2023,12,Carter,Matt Gay,9.0,K,9.0,Justin Tucker,Kevin
2023,12,McGwire,Jordan Love,26.62,QB,20.44,Kyler Murray,Dante
2023,12,McGwire,Raheem Mostert,21.4,RB1,27.3,Bijan Robinson,Dante
2023,12,McGwire,Jonathan Taylor,21.1,RB2,15.9,Alvin Kamara,Dante
2023,12,McGwire,Zay Flowers,23.2,WR1,23.6,DeVonta Smith,Dante
2023,12,McGwire,Cooper Kupp,4.8,WR2,19.4,Stefon Diggs,Dante
2023,12,McGwire,David Njoku,11.9,TE,4.5,Jake Ferguson,Dante
2023,12,McGwire,Najee Harris,15.9,FLEX,17.2,Tank Dell,Dante
2023,12,McGwire,Ravens D/ST,16.0,D/ST,1.0,Chiefs D/ST,Dante
2023,12,McGwire,Evan McPherson,5.0,K,9.0,Brandon Aubrey,Dante
2023,12,Noah,Baker Mayfield,13.36,QB,14.98,Lamar Jackson,Haris
2023,12,Noah,Christian McCaffrey,30.9,RB1,22.3,Tony Pollard,Haris
2023,12,Noah,Austin Ekeler,9.4,RB2,10.9,Keaton Mitchell,Haris
2023,12,Noah,Michael Pittman Jr.,20.7,WR1,22.4,Deebo Samuel,Haris
2023,12,Noah,Adam Thielen,1.2,WR2,17.3,CeeDee Lamb,Haris
2023,12,Noah,Kyle Pitts Sr.,4.2,TE,13.0,Trey McBride,Haris
2023,12,Noah,Calvin Ridley,21.9,FLEX,12.9,Christian Kirk,Haris
2023,12,Noah,Vikings D/ST,10.0,D/ST,14.0,Cowboys D/ST,Haris
2023,12,Noah,Chase McLaughlin,8.0,K,9.0,Jake Elliott,Haris
2023,12,Tyler,Brock Purdy,10.46,QB,34.5,Jalen Hurts,Nathan
2023,12,Tyler,Breece Hall,11.9,RB1,22.5,Josh Jacobs,Nathan
2023,12,Tyler,Brian Robinson Jr.,8.4,RB2,9.8,Zach Charbonnet,Nathan
2023,12,Tyler,Davante Adams,12.3,WR1,19.4,Jaylen Waddle,Nathan
2023,12,Tyler,Courtland Sutton,9.1,WR2,7.5,Chris Godwin Jr.,Nathan
2023,12,Tyler,George Kittle,4.9,TE,8.8,Dalton Kincaid,Nathan
2023,12,Tyler,Gus Edwards,4.7,FLEX,15.1,Travis Kelce,Nathan
2023,12,Tyler,Giants D/ST,13.0,D/ST,13.0,Patriots D/ST,Nathan
2023,12,Tyler,Nick Folk,7.0,K,10.0,Tyler Bass,Nathan
2023,12,Zach,Justin Herbert,13.38,QB,10.58,Justin Fields,Ethan
2023,12,Zach,Jerome Ford,11.9,RB1,15.1,David Montgomery,Ethan
2023,12,Zach,Jahmyr Gibbs,11.3,RB2,5.8,Khalil Herbert,Ethan
2023,12,Zach,A.J. Brown,14.7,WR1,25.4,Tyreek Hill,Ethan
2023,12,Zach,Tyler Lockett,6.0,WR2,18.5,Amon-Ra St. Brown,Ethan
2023,12,Zach,Taysom Hill,8.1,TE,0.0,Jonnu Smith,Ethan
2023,12,Zach,Brandon Aiyuk,13.0,FLEX,23.4,Nico Collins,Ethan
2023,12,Zach,49ers D/ST,15.0,D/ST,-1.0,Lions D/ST,Ethan
2023,12,Zach,Riley Patterson,0.0,K,6.0,Younghoe Koo,Ethan
2023,13,Dante,Tua Tagovailoa,19.2,QB,9.88,Baker Mayfield,Noah
2023,13,Dante,Alvin Kamara,28.9,RB1,22.3,Christian McCaffrey,Noah
2023,13,Dante,Bijan Robinson,10.9,RB2,4.7,Austin Ekeler,Noah
2023,13,Dante,Garrett Wilson,8.0,WR1,27.5,Michael Pittman Jr.,Noah
2023,13,Dante,Tank Dell,0.0,WR2,5.5,Adam Thielen,Noah
2023,13,Dante,Jake Ferguson,19.7,TE,9.1,Kyle Pitts Sr.,Noah
2023,13,Dante,DeVonta Smith,24.6,FLEX,7.3,Calvin Ridley,Noah
2023,13,Dante,Chiefs D/ST,1.0,D/ST,14.0,Chargers D/ST,Noah
2023,13,Dante,Brandon Aubrey,15.0,K,3.0,Chase McLaughlin,Noah
2023,13,Haris,Will Levis,11.46,QB,7.98,Justin Herbert,Zach
2023,13,Haris,De'Von Achane,25.3,RB1,14.2,Jerome Ford,Zach
2023,13,Haris,Tony Pollard,17.3,RB2,6.4,Jahmyr Gibbs,Zach
2023,13,Haris,Deebo Samuel,35.8,WR1,19.4,A.J. Brown,Zach
2023,13,Haris,CeeDee Lamb,32.6,WR2,15.6,Brandon Aiyuk,Zach
2023,13,Haris,Trey McBride,22.9,TE,15.4,Taysom Hill,Zach
2023,13,Haris,Christian Kirk,3.6,FLEX,0.0,Hollywood Brown,Zach
2023,13,Haris,Cowboys D/ST,-3.0,D/ST,16.0,Falcons D/ST,Zach
2023,13,Haris,Jake Elliott,7.0,K,10.0,Jason Sanders,Zach
2023,13,Kevin,Dak Prescott,28.26,QB,25.12,Trevor Lawrence,Tyler
2023,13,Kevin,Joe Mixon,29.7,RB1,10.5,Breece Hall,Tyler
2023,13,Kevin,Rachaad White,19.6,RB2,5.3,Brian Robinson Jr.,Tyler
2023,13,Kevin,Chris Olave,16.9,WR1,15.7,Courtland Sutton,Tyler
2023,13,Kevin,Terry McLaurin,0.0,WR2,5.6,Jayden Reed,Tyler
2023,13,Kevin,Chig Okonkwo,9.4,TE,10.8,George Kittle,Tyler
2023,13,Kevin,Rhamondre Stevenson,2.9,FLEX,4.3,Jahan Dotson,Tyler
2023,13,Kevin,Jets D/ST,13.0,D/ST,12.0,Texans D/ST,Tyler
2023,13,Kevin,Wil Lutz,5.0,K,9.0,Nick Folk,Tyler
2023,13,McGwire,Jordan Love,23.68,QB,16.32,Jared Goff,Andrew
2023,13,McGwire,Raheem Mostert,12.1,RB1,21.3,Isiah Pacheco,Andrew
2023,13,McGwire,Najee Harris,9.7,RB2,4.0,D'Andre Swift,Andrew
2023,13,McGwire,Cooper Kupp,15.9,WR1,37.4,DK Metcalf,Andrew
2023,13,McGwire,George Pickens,12.6,WR2,31.62,Ja'Marr Chase,Andrew
2023,13,McGwire,David Njoku,3.7,TE,2.0,Logan Thomas,Andrew
2023,13,McGwire,Pat Freiermuth,5.9,FLEX,18.9,DeAndre Hopkins,Andrew
2023,13,McGwire,Colts D/ST,17.0,D/ST,14.0,Dolphins D/ST,Andrew
2023,13,McGwire,Brandon McManus,7.0,K,7.0,Harrison Butker,Andrew
2023,13,Michael,Patrick Mahomes,13.0,QB,16.06,C.J. Stroud,Carter
2023,13,Michael,Travis Etienne Jr.,17.9,RB1,25.0,Derrick Henry,Carter
2023,13,Michael,Javonte Williams,10.0,RB2,7.7,Zack Moss,Carter
2023,13,Michael,Curtis Samuel,10.5,WR1,29.2,Mike Evans,Carter
2023,13,Michael,Amari Cooper,6.4,WR2,10.8,Keenan Allen,Carter
2023,13,Michael,Evan Engram,23.2,TE,29.0,Sam LaPorta,Carter
2023,13,Michael,Kyren Williams,20.2,FLEX,23.9,Puka Nacua,Carter
2023,13,Michael,Rams D/ST,8.0,D/ST,4.0,Steelers D/ST,Carter
2023,13,Michael,Greg Zuerlein,7.0,K,14.0,Matt Gay,Carter
2023,13,Nathan,Jalen Hurts,23.92,QB,15.84,Russell Wilson,Ethan
2023,13,Nathan,Zach Charbonnet,16.9,RB1,12.5,David Montgomery,Ethan
2023,13,Nathan,Dameon Pierce,10.1,RB2,2.6,Samaje Perine,Ethan
2023,13,Nathan,Jaylen Waddle,10.2,WR1,32.3,Tyreek Hill,Ethan
2023,13,Nathan,Chris Godwin Jr.,7.9,WR2,12.9,Amon-Ra St. Brown,Ethan
2023,13,Nathan,Travis Kelce,12.1,TE,3.0,Jonnu Smith,Ethan
2023,13,Nathan,Rashee Rice,14.4,FLEX,34.1,Nico Collins,Ethan
2023,13,Nathan,Jaguars D/ST,-2.0,D/ST,8.0,Buccaneers D/ST,Ethan
2023,13,Nathan,Jake Moody,6.0,K,8.0,Younghoe Koo,Ethan
2023,14,Andrew,Josh Allen,20.52,QB,3.64,C.J. Stroud,Carter
2023,14,Andrew,Chuba Hubbard,11.6,RB1,23.1,Saquon Barkley,Carter
2023,14,Andrew,D'Andre Swift,3.9,RB2,9.6,Zack Moss,Carter
2023,14,Andrew,DK Metcalf,13.2,WR1,12.8,Keenan Allen,Carter
2023,14,Andrew,Ja'Marr Chase,5.9,WR2,1.8,Mike Evans,Carter
2023,14,Andrew,T.J. Hockenson,10.3,TE,4.7,Sam LaPorta,Carter
2023,14,Andrew,Harrison Butker,5.0,K,-1.0,Matt Gay,Carter
2023,14,Ethan,Justin Fields,24.72,QB,17.94,Dak Prescott,Kevin
2023,14,Ethan,David Montgomery,11.5,RB1,21.5,Rachaad White,Kevin
2023,14,Ethan,Kenneth Walker III,9.4,RB2,21.5,Joe Mixon,Kevin
2023,14,Ethan,Tyreek Hill,10.1,WR1,26.8,DJ Moore,Kevin
2023,14,Ethan,Amon-Ra St. Brown,5.1,WR2,12.8,Chris Olave,Kevin
2023,14,Ethan,Isaiah Likely,19.3,TE,9.6,Chig Okonkwo,Kevin
2023,14,Ethan,Nico Collins,2.3,FLEX,14.7,Diontae Johnson,Kevin
2023,14,Ethan,Buccaneers D/ST,6.0,D/ST,17.0,Vikings D/ST,Kevin
2023,14,Ethan,Younghoe Koo,3.0,K,12.0,Justin Tucker,Kevin
2023,14,Nathan,Jalen Hurts,8.88,QB,31.64,Lamar Jackson,Haris
2023,14,Nathan,Josh Jacobs,7.0,RB1,16.6,Tony Pollard,Haris
2023,14,Nathan,Roschon Johnson,0.6,RB2,12.1,De'Von Achane,Haris
2023,14,Nathan,Jaylen Waddle,13.9,WR1,34.0,Deebo Samuel,Haris
2023,14,Nathan,Chris Godwin Jr.,10.3,WR2,19.1,CeeDee Lamb,Haris
2023,14,Nathan,Travis Kelce,14.3,TE,9.6,Cade Otton,Haris
2023,14,Nathan,Rashee Rice,18.2,FLEX,0.0,Gabe Davis,Haris
2023,14,Nathan,Jaguars D/ST,5.0,D/ST,14.0,Browns D/ST,Haris
2023,14,Nathan,Jake Moody,4.0,K,10.0,Jake Elliott,Haris
2023,14,Noah,Baker Mayfield,20.06,QB,8.92,Jordan Love,McGwire
2023,14,Noah,Austin Ekeler,21.0,RB1,23.0,Raheem Mostert,McGwire
2023,14,Noah,Christian McCaffrey,16.3,RB2,7.8,Najee Harris,McGwire
2023,14,Noah,Michael Pittman Jr.,19.5,WR1,25.5,Cooper Kupp,McGwire
2023,14,Noah,Adam Thielen,12.4,WR2,20.0,Zay Flowers,McGwire
2023,14,Noah,Kyle Pitts Sr.,14.7,TE,27.1,David Njoku,McGwire
2023,14,Noah,Calvin Ridley,9.3,FLEX,6.6,Alexander Mattison,McGwire
2023,14,Noah,Chargers D/ST,4.0,D/ST,4.0,Ravens D/ST,McGwire
2023,14,Noah,Chase McLaughlin,11.0,K,3.0,Brandon McManus,McGwire
2023,14,Tyler,Brock Purdy,21.42,QB,13.64,Patrick Mahomes,Michael
2023,14,Tyler,Breece Hall,26.6,RB1,17.2,Travis Etienne Jr.,Michael
2023,14,Tyler,Gus Edwards,1.5,RB2,14.3,Kyren Williams,Michael
2023,14,Tyler,Courtland Sutton,15.2,WR1,12.7,Amari Cooper,Michael
2023,14,Tyler,Davante Adams,12.3,WR2,4.7,Justin Jefferson,Michael
2023,14,Tyler,George Kittle,16.6,TE,32.5,Evan Engram,Michael
2023,14,Tyler,Jayden Reed,20.5,FLEX,18.1,Javonte Williams,Michael
2023,14,Tyler,Texans D/ST,5.0,D/ST,3.0,Packers D/ST,Michael
2023,14,Tyler,Nick Folk,8.0,K,17.0,Greg Zuerlein,Michael
2023,14,Zach,Justin Herbert,1.84,QB,9.1,Tua Tagovailoa,Dante
2023,14,Zach,Jahmyr Gibbs,17.2,RB1,19.8,Bijan Robinson,Dante
2023,14,Zach,Jerome Ford,13.2,RB2,13.5,Alvin Kamara,Dante
2023,14,Zach,Brandon Aiyuk,16.6,WR1,10.3,DeVonta Smith,Dante
2023,14,Zach,A.J. Brown,16.4,WR2,6.4,Stefon Diggs,Dante
2023,14,Zach,Taysom Hill,0.0,TE,12.2,Jake Ferguson,Dante
2023,14,Zach,Tyler Lockett,14.9,FLEX,25.1,James Cook,Dante
2023,14,Zach,49ers D/ST,9.0,D/ST,3.0,Falcons D/ST,Dante
2023,14,Zach,Jason Sanders,8.0,K,23.0,Brandon Aubrey,Dante
2023,15,Andrew,Josh Allen,16.16,QB,15.7,Patrick Mahomes,Michael
2023,15,Andrew,James Conner,17.9,RB1,24.5,Kyren Williams,Michael
2023,15,Andrew,D'Andre Swift,9.5,RB2,9.9,Travis Etienne Jr.,Michael
2023,15,Andrew,DK Metcalf,12.8,WR1,20.9,Amari Cooper,Michael
2023,15,Andrew,Ja'Marr Chase,10.4,WR2,15.4,Justin Jefferson,Michael
2023,15,Andrew,T.J. Hockenson,12.3,TE,6.8,Evan Engram,Michael
2023,15,Andrew,DeAndre Hopkins,4.1,FLEX,4.0,Javonte Williams,Michael
2023,15,Andrew,Dolphins D/ST,22.0,D/ST,7.0,Rams D/ST,Michael
2023,15,Andrew,Harrison Butker,10.0,K,7.0,Tyler Bass,Michael
2023,15,Carter,Keenan Allen,0.0,WR1,,,
2023,15,Ethan,Russell Wilson,17.52,QB,6.06,Dak Prescott,Kevin
2023,15,Ethan,Kenneth Walker III,20.2,RB1,21.9,Rachaad White,Kevin
2023,15,Ethan,David Montgomery,10.2,RB2,15.1,Joe Mixon,Kevin
2023,15,Ethan,Amon-Ra St. Brown,24.2,WR1,9.2,DJ Moore,Kevin
2023,15,Ethan,Tyreek Hill,0.0,WR2,2.4,Odell Beckham Jr.,Kevin
2023,15,Ethan,Isaiah Likely,18.0,TE,9.8,Dalton Schultz,Kevin
2023,15,Ethan,Brandin Cooks,3.0,FLEX,26.1,Terry McLaurin,Kevin
2023,15,Ethan,Bears D/ST,15.0,D/ST,4.0,Bengals D/ST,Kevin
2023,15,Ethan,Younghoe Koo,1.0,K,12.0,Justin Tucker,Kevin
2023,15,Haris,Lamar Jackson,18.54,QB,,,
2023,15,Haris,De'Von Achane,9.2,RB1,,,
2023,15,Haris,Tony Pollard,7.7,RB2,,,
2023,15,Haris,Deebo Samuel,21.9,WR1,,,
2023,15,Haris,CeeDee Lamb,18.6,WR2,,,
2023,15,Haris,Trey McBride,20.2,TE,,,
2023,15,Haris,Keaton Mitchell,10.8,FLEX,,,
2023,15,Haris,Browns D/ST,14.0,D/ST,,,
2023,15,Haris,Jake Elliott,5.0,K,,,
2023,16,Carter,Russell Wilson,23.52,QB,24.5,Justin Fields,Ethan
2023,16,Carter,Derrick Henry,21.38,RB1,14.9,David Montgomery,Ethan
2023,16,Carter,Saquon Barkley,19.4,RB2,6.6,Kenneth Walker III,Ethan
2023,16,Carter,Puka Nacua,33.0,WR1,28.6,Amon-Ra St. Brown,Ethan
2023,16,Carter,Mike Evans,27.6,WR2,18.9,Tyreek Hill,Ethan
2023,16,Carter,Sam LaPorta,4.8,TE,8.6,Isaiah Likely,Ethan
2023,16,Carter,Aaron Jones Sr.,14.5,FLEX,25.0,Tee Higgins,Ethan
2023,16,Carter,Steelers D/ST,11.0,D/ST,3.0,Bears D/ST,Ethan
2023,16,Carter,Matt Gay,4.0,K,10.0,Cairo Santos,Ethan
2023,16,Haris,Lamar Jackson,22.58,QB,24.98,Josh Allen,Andrew
2023,16,Haris,Tony Pollard,5.3,RB1,22.2,James Conner,Andrew
2023,16,Haris,De'Von Achane,4.1,RB2,10.6,Isiah Pacheco,Andrew
2023,16,Haris,CeeDee Lamb,25.2,WR1,15.6,DK Metcalf,Andrew
2023,16,Haris,Deebo Samuel,9.4,WR2,4.0,DeAndre Hopkins,Andrew
2023,16,Haris,Trey McBride,9.1,TE,9.8,T.J. Hockenson,Andrew
2023,16,Haris,Jaxon Smith-Njigba,12.1,FLEX,12.1,Chuba Hubbard,Andrew
2023,16,Haris,Browns D/ST,9.0,D/ST,0.0,Packers D/ST,Andrew
2023,16,Haris,Jake Elliott,17.0,K,1.0,Harrison Butker,Andrew
2023,17,Haris,Lamar Jackson,36.34,QB,12.92,C.J. Stroud,Carter
2023,17,Haris,De'Von Achane,23.7,RB1,8.8,Saquon Barkley,Carter
2023,17,Haris,Tony Pollard,5.9,RB2,4.2,Derrick Henry,Carter
2023,17,Haris,CeeDee Lamb,40.2,WR1,18.7,Puka Nacua,Carter
2023,17,Haris,Deebo Samuel,18.2,WR2,10.0,Mike Evans,Carter
2023,17,Haris,Trey McBride,10.8,TE,15.4,Sam LaPorta,Carter
2023,17,Haris,Jaxon Smith-Njigba,8.2,FLEX,14.0,Aaron Jones Sr.,Carter
2023,17,Haris,Browns D/ST,14.0,D/ST,2.0,Steelers D/ST,Carter
2023,17,Haris,Jake Elliott,8.0,K,12.0,Matt Gay,Carter
2024,1,Carter,Baker Mayfield,29.66,QB,26.08,Anthony Richardson Sr.,Nathan
2024,1,Carter,Alvin Kamara,22.0,RB1,22.2,Jordan Mason,Nathan
2024,1,Carter,Aaron Jones Sr.,18.9,RB2,10.6,Derrick Henry,Nathan
2024,1,Carter,DeVonta Smith,15.4,WR1,11.6,Malik Nabers,Nathan
2024,1,Carter,Garrett Wilson,12.0,WR2,3.5,Drake London,Nathan
2024,1,Carter,David Njoku,8.4,TE,3.4,Mark Andrews,Nathan
2024,1,Carter,David Montgomery,16.3,FLEX,3.7,Terry McLaurin,Nathan
2024,1,Carter,Bengals D/ST,4.0,D/ST,16.0,Saints D/ST,Nathan
2024,1,Carter,Younghoe Koo,4.0,K,8.0,Jake Bates,Nathan
2024,1,Haris,Patrick Mahomes,15.14,QB,16.42,Jalen Hurts,Noah
2024,1,Haris,Austin Ekeler,10.2,RB1,23.0,De'Von Achane,Noah
2024,1,Haris,Raheem Mostert,3.9,RB2,18.3,Breece Hall,Noah
2024,1,Haris,CeeDee Lamb,13.6,WR1,16.2,Jaylen Waddle,Noah
2024,1,Haris,Calvin Ridley,8.0,WR2,3.1,Chris Olave,Noah
2024,1,Haris,Travis Kelce,6.4,TE,1.4,Cole Kmet,Noah
2024,1,Haris,Sam LaPorta,8.5,FLEX,3.6,Amari Cooper,Noah
2024,1,Haris,Cowboys D/ST,19.0,D/ST,21.0,Vikings D/ST,Noah
2024,1,Haris,Brandon Aubrey,21.0,K,26.0,Jake Moody,Noah
2024,1,Kevin,Jordan Love,16.4,QB,14.18,Kyler Murray,Ethan
2024,1,Kevin,Bijan Robinson,16.1,RB1,21.6,Rhamondre Stevenson,Ethan
2024,1,Kevin,Kyren Williams,14.4,RB2,18.9,Kenneth Walker III,Ethan
2024,1,Kevin,Deebo Samuel,18.7,WR1,23.1,Mike Evans,Ethan
2024,1,Kevin,Nico Collins,17.7,WR2,8.2,Puka Nacua,Ethan
2024,1,Kevin,Dallas Goedert,7.1,TE,11.6,Kyle Pitts Sr.,Ethan
2024,1,Kevin,Chris Godwin Jr.,22.3,FLEX,4.6,Zamir White,Ethan
2024,1,Kevin,Bears D/ST,26.0,D/ST,-2.0,Chiefs D/ST,Ethan
2024,1,Kevin,Ka'imi Fairbairn,17.0,K,0.0,Matt Gay,Ethan
2024,1,McGwire,C.J. Stroud,18.66,QB,25.12,Lamar Jackson,Andrew
2024,1,McGwire,Travis Etienne Jr.,11.9,RB1,26.8,Joe Mixon,Andrew
2024,1,McGwire,Javonte Williams,3.3,RB2,17.9,Brian Robinson Jr.,Andrew
2024,1,McGwire,Tyreek Hill,26.0,WR1,10.9,Davante Adams,Andrew
2024,1,McGwire,Stefon Diggs,21.9,WR2,4.3,Amon-Ra St. Brown,Andrew
2024,1,McGwire,George Kittle,8.0,TE,8.0,Trey McBride,Andrew
2024,1,McGwire,Jerome Ford,18.9,FLEX,13.5,George Pickens,Andrew
2024,1,McGwire,Dolphins D/ST,8.0,D/ST,13.0,Steelers D/ST,Andrew
2024,1,McGwire,Justin Tucker,7.0,K,6.0,Evan McPherson,Andrew
2024,1,Michael,Aaron Rodgers,8.58,QB,8.06,Joe Burrow,Dante
2024,1,Michael,Saquon Barkley,33.2,RB1,5.3,Chase Brown,Dante
2024,1,Michael,James Cook,13.3,RB2,5.0,D'Andre Swift,Dante
2024,1,Michael,Michael Pittman Jr.,7.1,WR1,22.9,A.J. Brown,Dante
2024,1,Michael,Brandon Aiyuk,4.8,WR2,1.4,Marvin Harrison Jr.,Dante
2024,1,Michael,Dalton Kincaid,2.1,TE,1.5,Evan Engram,Dante
2024,1,Michael,James Conner,19.3,FLEX,32.0,Cooper Kupp,Dante
2024,1,Michael,Browns D/ST,4.0,D/ST,3.0,Lions D/ST,Dante
2024,1,Michael,Dustin Hopkins,7.0,K,10.0,Jake Elliott,Dante
2024,1,Zach,Dak Prescott,11.46,QB,31.18,Josh Allen,Tyler
2024,1,Zach,Jahmyr Gibbs,17.4,RB1,16.6,Rachaad White,Tyler
2024,1,Zach,Josh Jacobs,12.4,RB2,10.8,Jonathan Taylor,Tyler
2024,1,Zach,Justin Jefferson,15.9,WR1,11.1,Zay Flowers,Tyler
2024,1,Zach,DJ Moore,10.0,WR2,7.8,Courtland Sutton,Tyler
2024,1,Zach,Pat Freiermuth,6.7,TE,4.5,Jake Ferguson,Tyler
2024,1,Zach,Tank Dell,8.9,FLEX,15.8,Isiah Pacheco,Tyler
2024,1,Zach,49ers D/ST,7.0,D/ST,4.0,Packers D/ST,Tyler
2024,1,Zach,Greg Zuerlein,1.0,K,9.0,Harrison Butker,Tyler
2024,2,Andrew,Lamar Jackson,16.38,QB,13.44,Jayden Daniels,Kevin
2024,2,Andrew,Brian Robinson Jr.,14.6,RB1,16.2,Bijan Robinson,Kevin
2024,2,Andrew,Joe Mixon,8.0,RB2,15.2,Kyren Williams,Kevin
2024,2,Andrew,Davante Adams,26.0,WR1,27.5,Nico Collins,Kevin
2024,2,Andrew,Amon-Ra St. Brown,22.9,WR2,18.0,Deebo Samuel,Kevin
2024,2,Andrew,Trey McBride,18.7,TE,6.8,Dallas Goedert,Kevin
2024,2,Andrew,Zach Charbonnet,17.9,FLEX,24.7,Chris Godwin Jr.,Kevin
2024,2,Andrew,Steelers D/ST,12.0,D/ST,11.0,Jets D/ST,Kevin
2024,2,Andrew,Evan McPherson,15.0,K,20.0,Ka'imi Fairbairn,Kevin
2024,2,Dante,Justin Herbert,11.0,QB,12.94,Patrick Mahomes,Haris
2024,2,Dante,Tony Pollard,15.2,RB1,11.6,Chuba Hubbard,Haris
2024,2,Dante,D'Andre Swift,8.2,RB2,11.5,Austin Ekeler,Haris
2024,2,Dante,Marvin Harrison Jr.,29.0,WR1,19.0,CeeDee Lamb,Haris
2024,2,Dante,Cooper Kupp,7.7,WR2,18.5,Rashee Rice,Haris
2024,2,Dante,Tucker Kraft,3.6,TE,3.3,Sam LaPorta,Haris
2024,2,Dante,Ladd McConkey,4.6,FLEX,1.6,Travis Kelce,Haris
2024,2,Dante,Lions D/ST,9.0,D/ST,-1.0,Cowboys D/ST,Haris
2024,2,Dante,Jake Elliott,7.0,K,17.0,Brandon Aubrey,Haris
2024,2,Ethan,Kyler Murray,28.54,QB,9.76,Josh Allen,Tyler
2024,2,Ethan,Rhamondre Stevenson,17.0,RB1,16.1,Isiah Pacheco,Tyler
2024,2,Ethan,Zamir White,6.8,RB2,15.5,Jonathan Taylor,Tyler
2024,2,Ethan,Jameson Williams,14.4,WR1,22.1,Zay Flowers,Tyler
2024,2,Ethan,Mike Evans,7.2,WR2,20.9,Rashid Shaheed,Tyler
2024,2,Ethan,Kyle Pitts Sr.,5.0,TE,2.2,Colby Parkinson,Tyler
2024,2,Ethan,Isaiah Likely,4.6,FLEX,3.3,Rachaad White,Tyler
2024,2,Ethan,Chiefs D/ST,11.0,D/ST,3.0,Commanders D/ST,Tyler
2024,2,Ethan,Chris Boswell,9.0,K,10.0,Harrison Butker,Tyler
2024,2,Michael,Aaron Rodgers,15.14,QB,13.96,Brock Purdy,Carter
2024,2,Michael,James Cook,28.5,RB1,44.0,Alvin Kamara,Carter
2024,2,Michael,Saquon Barkley,17.6,RB2,14.5,Devin Singletary,Carter
2024,2,Michael,Brandon Aiyuk,8.3,WR1,10.2,Garrett Wilson,Carter
2024,2,Michael,Michael Pittman Jr.,5.1,WR2,7.5,Ja'Marr Chase,Carter
2024,2,Michael,Dalton Kincaid,7.3,TE,4.1,Dalton Schultz,Carter
2024,2,Michael,James Conner,19.4,FLEX,20.6,DeVonta Smith,Carter
2024,2,Michael,Browns D/ST,11.0,D/ST,9.0,Ravens D/ST,Carter
2024,2,Michael,Dustin Hopkins,13.0,K,10.0,Younghoe Koo,Carter
2024,2,Nathan,Anthony Richardson Sr.,9.86,QB,14.3,C.J. Stroud,McGwire
2024,2,Nathan,Jordan Mason,17.4,RB1,14.8,Travis Etienne Jr.,McGwire
2024,2,Nathan,Derrick Henry,16.6,RB2,7.4,Jerome Ford,McGwire
2024,2,Nathan,Malik Nabers,28.7,WR1,7.7,Stefon Diggs,McGwire
2024,2,Nathan,Drake London,17.4,WR2,6.6,Tyreek Hill,McGwire
2024,2,Nathan,Brock Bowers,18.8,TE,20.6,George Kittle,McGwire
2024,2,Nathan,J.K. Dobbins,20.1,FLEX,11.5,Javonte Williams,McGwire
2024,2,Nathan,Seahawks D/ST,5.0,D/ST,11.0,Chargers D/ST,McGwire
2024,2,Nathan,Jake Bates,10.0,K,12.0,Justin Tucker,McGwire
2024,2,Noah,Jalen Hurts,23.82,QB,12.92,Dak Prescott,Zach
2024,2,Noah,De'Von Achane,29.5,RB1,17.6,Jahmyr Gibbs,Zach
2024,2,Noah,Breece Hall,24.4,RB2,13.1,Josh Jacobs,Zach
2024,2,Noah,Chris Olave,12.8,WR1,23.3,Justin Jefferson,Zach
2024,2,Noah,Jaylen Waddle,8.5,WR2,11.3,DJ Moore,Zach
2024,2,Noah,Cole Kmet,6.7,TE,7.9,Pat Freiermuth,Zach
2024,2,Noah,Amari Cooper,4.1,FLEX,2.3,Tank Dell,Zach
